,ReviewID,Cochrane_Title
4422,CD001134,Brief antenatal cognitive behaviour therapy group intervention for the prevention of postnatal depression and anxiety: a randomised controlled trial
4423,CD003718,Use of iotrolan versus ethiodized poppy-seed oil in hysterosalpingography
4424,CD001281,Salmeterol versus theophylline in the treatment of asthma
4425,CD003884,Effect of supplemental oxygen on anaerobic exercise performance and recovery in normals and cystic fibrosis [abstract]
4426,CD008817,"Prospective randomized two-center trial comparing cyclosporine A (CsA) versus tacrolimus (Tac), in combination with mycophenolate mofetil (MMF) and steroids after lung transplantation (LTX) [abstract]"
4427,CD007908,Pure posterior dislocation of the elbow in adults: Plaster immobilization or early mobilization. Randomized prospective study of 50 cases
4428,CD006075,
4429,CD004405,Prednisolone in the treatment of pneumococcal meningitis
4430,CD007535,Treatment of refractory polycystic ovary syndrome by Bushen Huoxue method combined with ultrasound guided follicle aspiration
4431,CD004065,"A randomized, double-blind, placebo-controlled trial of fluticasone propionate for pediatric eosinophilic esophagitis"
4432,CD010078,Nicotine gum for pregnant smokers: a randomized controlled trial
4433,CD001058,Premature rupture of the membranes; effect of penicillin prophylaxis and long-term outcome of the children
4434,CD001475,Childhood anemia in Africa: to transfuse or not transfuse?
4435,CD001877,An analysis of the mortality effect in a breast cancer screening study
4436,CD003047,Bromocriptine in the treatment of chronic portal systemic encephalopathy [abstract]
4437,CD001775,Ginkgo extract in impaired vision--treatment with special extract EGb 761 of impaired vision due to dry senile macular degeneration
4438,CD002984,A comparison of the effects of ipratropium bromide and metaproterenol sulfate in acute exacerbations of COPD
4439,CD007628,Topical minoxidil in the treatment of androgenetic alopecia in women
4440,CD003495,Efficacy of porcine secretin in children with autism and pervasive developmental disorder
4441,CD007101,Catheter Ablation Versus Antiarrhythmic Drugsfor Atrial Fibrillation: the A4 Study
4442,CD001331,Treatment of acute exacerbations with corticotrophin (A.C.T.H.)
4443,CD001304,Termination of restricted diet in children with phenylketonuria: a randomised controlled study
4444,CD005638,Prophylactic oophorectomy at elective hysterectomy Effects on psychological well-being at 1-year follow-up and its correlations to sexuality
4445,CD007698,Safety and efficacy of a novel extended release budesonide formulation in patients with active left-sided ulcerative colitis
4446,CD003142,Randomised trial of up front tandem high-dose chemotherapy (HD) compared to standard chemotherapy with doxorubicin and paclitaxel (AT) in metastatic breast cancer (MBC)
4447,CD001896,Surgical treatment of primary dysmenorrhea with laparoscopic uterine nerve ablation
4448,CD005298,Patient acceptance of orally administered antacid therapy during labor
4449,CD001360,Schizophrenia: a follow-up study of results of treatment. II. Hospital stay over two to five years
4450,CD009360,Respiratory muscle training improves cardiopulmonary function and exercise tolerance in subjects with subacute stroke: a randomized controlled trial
4451,CD005217,Prophylactic antibiotics in women with a history of pelvic inflammatory disease undergoing first-trimester abortion
4452,CD009496,Enhanced tibial osteotomy healing with use of bone grafts supplemented with platelet gel or platelet gel and bone marrow stromal cells
4453,CD000410,Ovarian electrocautery versus human menopausal gonadotropins and pure follicle stimulating hormone therapy in the treatment of patients with polycystic ovarian disease
4454,CD001004,Expansion sphincter pharyngoplasty: a new technique for the treatment of obstructive sleep apnea.
4455,CD007046,"Phase III study of fluorouracil, leucovorin, and levamisole in high-risk stage II and III colon cancer: final report of Intergroup 0089"
4456,CD003774,Prophylactic treatment of cytomegalovirus primary infection with ganciclovir in renal transplant recipients
4457,CD000564,"Early intervention for low birthweight, premature infants: participation and intellectual development"
4458,CD008451,A randomised trial of a pay-for-performance program targeting clinician referral to a state tobacco quit line
4459,CD003645,Effect of body position on the blood gases and ventilation volume of infants with chronic lung disease before and after feeding
4460,CD005442,"A prospective, randomized, double-blind trial evaluating the efficacy of ursodeoxycholic acid in prevention of liver transplant rejection"
4461,CD004043,Acute and continuation risperidone monotherapy in bipolar mania: a 3-week placebo-controlled trial followed by a 9-week double-blind trial of risperidone and haloperidol
4462,CD007844,"Interactive ""Video Doctor"" counseling reduces drug and sexual risk behaviors among HIV-positive patients in diverse outpatient settings"
4463,CD005444,Usefulness of percutaneous transhepatic biliary drainage in patients with surgical jaundice. A prospective randomised study
4464,CD000076,Electroconvulsive therapy: results in depressive illness from the Leicestershire trial
4465,CD007189,Preexposure chemoprophylaxis for HIV prevention in men who have sex with men
4466,CD005119,Cumulative effects of calcium supplementation and physical activity on bone accretion in premenarchal children: a double-blind randomised placebo-controlled trial
4467,CD002252,Methyldopa versus no drug treatment in the management of mild pre-eclampsia
4468,CD004695,Extended regimens of the contraceptive vaginal ring
4469,CD003983,A randomized trial of very early decompressive craniectomy in children with traumatic brain injury and sustained intracranial hypertension
4470,CD005511,Results of endodontic retreatment: a randomized clinical study comparing surgical and nonsurgical procedures
4471,CD004077,A clinical trial of hydroxyethylrutosides in the treatment of haemorrhoids of pregnancy
4472,CD006047,The impact of low technology lead hazard reduction activities among children with mildly elevated blood lead levels
4473,CD002165,Prophylaxis of otitis media in asthmatic children
4474,CD005285,Randomized trial comparing overnight fasting period Vs oral administration of apple juice at 06.00-06.30 AM in pediatric orthopedic surgical patients
4475,CD004393,Short term folate vitamin B12 or vitamin B6 supplementation slightly affects memory performance but not mood in women of various ages
4476,CD000456,Comparison of weaning by patient triggered ventilation or synchronous mandatory intermittent ventilation
4477,CD005942,Effects for a partially home-based exercise program for women with gestational diabetes
4478,CD008711,Tranexamic acid in patients with hemoptysis
4479,CD000978,Phase II double-blind randomized study comparing oral aloe vera (AV) versus placebo to prevent radiation (RT)-related mucositis in patients with head and neck (HN) neoplasms
4480,CD001057,Bacterial colonization and neonatal infections
4481,CD003812,Effect of elimination of occlusal interferences on signs and symptoms of craniomandibular disorder in young adults
4482,CD009058,Hepatic cryosurgery for liver metastases. Long-term follow-up
4483,CD006739,"Efficacy and safety of the dipeptidyl peptidase-4 inhibitor sitagliptin added to ongoing pioglitazone therapy in patients with type 2 diabetes: a 24-week, multicenter, randomized, double-blind, placebo-controlled, parallel-group study"
4484,CD003919,"The advanced glaucoma intervention study, 8: Risk of cataract formation after trabeculectomy"
4485,CD004507,Effect of sperm treatment with exogenous platelet-activating factor on the outcome of intrauterine insemination
4486,CD008176,The beneficial effect of human recombinant superoxide dismutase on acute and chronic rejection events in recipients of cadaveric renal transplants
4487,CD007795,A vaccine to prevent herpes zoster and postherpetic neuralgia in older adults
4488,CD001467,Fixation of femoral neck fracture. A randomized 2-year follow-up study of hook pins and sliding screw plate in 222 patients
4489,CD007588,The comparative efficacy of aceclofenac and ibuprofen in postoperative pain after third molar surgery
4490,CD008274,Diet and exercise intervention have favourable effects on blood pressure in mild hypertensives: the Oslo Diet and Exercise Study (ODES)
4491,CD002777,Fat absorption in premature infants: Medium-chain triglycerides and long-chain triglycerides are absorbed from formula at similar rates
4492,CD005037,Prophylaxis of erysipelas in secondary lymphedemas with selenium
4493,CD007693,Fluorosis risk in grade 2 students residing in a rural area with widely varying natural fluoride
4494,CD007695,Cost-effectiveness analysis of formoterol versus salmeterol in patients with asthma
4495,CD001395,Isoflavones from red clover (Promensil) significantly reduce menopausal hot flush symptoms compared with placebo
4496,CD007630,Orbit decompression surgery in patients with exophthalmos caused by Graves-Basedow disease
